group id,image id,fish index,species,length,width,area,gripping points,avg hsv,bounding box
9,30,0,whiting,386.5125395,64.56004957,20719.5,"[[942, 620], [880, 638]]",[55.96554498556486 49.181267452316725 102.96270528657296],"[[1589, 482], [1743, 869]]"
9,30,1,haddock,367.1531919,80.62257748,23549,"[[686, 760], [676, 840]]",[44.094503294686795 46.04942030194345 89.0016681958462],"[[1227, 762], [1643, 872]]"
9,30,2,whiting,373.2617224,80.11242101,22768.5,"[[662, 399], [695, 472]]",[58.75947182186933 45.960084577543796 132.5130749978424],"[[1242, 371], [1619, 567]]"
9,30,3,haddock,327.0777899,71.1758386,18468.5,"[[723, 703], [728, 632]]",[31.986262133347477 46.076751710603084 114.31315970933008],"[[1249, 652], [1620, 731]]"
9,30,4,haddock,345.9742636,81.15417426,20191,"[[622, 108], [653, 33]]",[26.674186804103662 53.957164389556084 116.32279865804443],"[[1146, 1], [1495, 167]]"
9,30,5,hake,394.2558437,65.19202405,19304,"[[160, 745], [95, 740]]",[83.20311311666582 21.582061552502154 112.3979110682959],"[[760, 583], [849, 985]]"
9,30,6,cod,304.1650362,51.41984053,11844.5,"[[838, 177], [788, 165]]",[43.51826559157479 46.992512753003126 93.70149744939937],"[[1494, 46], [1591, 346]]"
9,30,7,haddock,394.4358755,71.02112362,22567.5,"[[927, 323], [997, 311]]",[61.154810077013444 32.898968803028325 129.93216725405733],"[[1654, 109], [1785, 508]]"
9,30,8,haddock,368.9067072,67.44627492,18104.5,"[[226, 446], [291, 464]]",[50.525680575851055 40.98197759376522 127.19397088271906],"[[885, 274], [1010, 631]]"
9,30,9,haddock,401.1779949,85.28774824,23333.5,"[[389, 554], [474, 561]]",[33.548949429449664 41.40961724704198 127.16855446545118],"[[1077, 343], [1173, 746]]"
9,30,10,haddock,357.3646915,69.11584478,18089.5,"[[515, 213], [551, 154]]",[63.57098698481562 44.302819956616055 119.41231019522776],"[[1060, 70], [1391, 282]]"
9,30,11,haddock,358.2802666,71.21797526,19611,"[[256, 58], [212, 114]]",[48.073804990480006 38.01959114139694 126.36456558773425],"[[767, 1], [1061, 255]]"
9,31,0,whiting,417.0683369,72.00694411,21850.5,"[[282, 454], [353, 466]]",[71.6271551724138 29.219154094827587 135.15288254310346],"[[952, 255], [1067, 666]]"
9,31,1,haddock,401.0875938,66.09841148,21395,"[[963, 298], [1026, 278]]",[59.903940547731544 48.35432818019175 81.41946878297169],"[[1639, 102], [1815, 490]]"
9,31,2,whiting,408.432742,77.47257579,23644,"[[653, 355], [582, 324]]",[64.60490848585691 44.87965890183028 136.01077371048254],"[[1181, 171], [1407, 548]]"
9,31,3,haddock,336.4603736,69.12307864,17617,"[[491, 4], [474, 71]]",[46.66284951915059 41.82478181110679 126.74701206292734],"[[1006, -10], [1363, 121]]"
9,31,4,haddock,361.8745518,77.62087348,21242.5,"[[351, 73], [303, 134]]",[40.62751724457201 45.610156937178836 133.45993241053654],"[[881, 15], [1200, 249]]"
9,31,5,hake,393.8512296,59.68249325,17804,"[[393, 541], [452, 550]]",[85.13615642335365 21.225133190531114 109.14769044872851],"[[1073, 351], [1192, 742]]"
9,31,6,cod,266.7176702,59.13543777,12443.5,"[[703, 775], [699, 834]]",[43.16733286307704 38.106277921467196 104.52300337017007],"[[1294, 793], [1599, 862]]"
9,31,7,haddock,420.1479935,84.02380615,24766.5,"[[198, 336], [114, 334]]",[39.59302463992382 39.645399357219375 123.1622029123517],"[[783, 166], [883, 588]]"
9,31,8,haddock,341.3559029,70.83078427,18766,"[[371, 853], [407, 792]]",[78.39594333211355 29.73250039207486 128.1659260808197],"[[899, 739], [1234, 929]]"
9,31,9,haddock,369.9470702,84.89994111,23046.5,"[[766, 456], [704, 398]]",[39.28626345463865 47.745344267896805 119.193319665129],"[[1302, 331], [1598, 611]]"
9,31,10,haddock,354.0151252,77.15568676,19196,"[[839, 133], [782, 185]]",[53.19016678604318 31.753453391998363 130.13695896858692],"[[1401, 68], [1670, 340]]"
9,31,11,haddock,347.1354638,61.46543744,18016,"[[909, 625], [966, 602]]",[49.80266739248775 44.99978225367447 112.05552531301035],"[[1620, 442], [1797, 777]]"
9,32,0,whiting,409.99339,72.03471385,21914,"[[446, 635], [376, 618]]",[67.55986025887938 37.345321807676804 131.12119854884222],"[[1027, 459], [1168, 864]]"
9,32,1,haddock,432.6820166,74.73285757,23630.5,"[[200, 247], [127, 263]]",[44.11598720026597 46.61983127623322 93.40942525869592],"[[793, 82], [925, 500]]"
9,32,2,whiting,374.7641348,82.02438662,24255.5,"[[670, 885], [672, 803]]",[70.49696307094267 42.781908001295754 137.8783608681568],"[[1173, 816], [1594, 918]]"
9,32,3,haddock,338.0223868,66,18330,"[[503, 137], [437, 137]]",[43.12950986156395 41.53920572986263 119.242396707467],"[[1127, -21], [1205, 355]]"
9,32,4,haddock,362.0751335,69.18092223,19654.5,"[[962, 228], [1031, 223]]",[26.876509330406147 57.79602834048498 106.9764494561421],"[[1694, 32], [1794, 401]]"
9,32,5,hake,392.6475652,63.2455532,18608,"[[366, 214], [306, 194]]",[91.55988418004738 21.462332192682286 105.32792840221111],"[[925, 51], [1094, 425]]"
9,32,6,cod,289.7004893,58.00862005,12192.5,"[[805, 179], [852, 145]]",[49.64072528883184 34.38847881899871 111.11601412066753],"[[1444, 45], [1650, 285]]"
9,32,7,haddock,355.1224632,82.03657721,23063.5,"[[922, 479], [865, 538]]",[43.68575692963753 39.8190618336887 102.38716417910447],"[[1504, 410], [1819, 677]]"
9,32,8,haddock,363.903096,66.48308055,19143,"[[648, 224], [582, 216]]",[54.69649805447471 36.95719844357976 121.7057137005939],"[[1278, 72], [1375, 440]]"
9,32,9,haddock,359.4231465,87.32124598,22812,"[[848, 738], [915, 682]]",[52.97846631856039 37.34587666681051 131.08285504682172],"[[1455, 584], [1745, 874]]"
9,32,10,haddock,374.1843239,67.77905281,19532,"[[564, 604], [627, 629]]",[30.521634252977538 40.5736469169305 114.25478667269712],"[[1243, 451], [1432, 807]]"
9,32,11,haddock,375.9859011,66.94027188,19408.5,"[[152, 639], [87, 655]]",[33.869789298165834 43.19832246980951 119.79718053660756],"[[721, 504], [851, 875]]"
9,33,0,whiting,368.7937488,69.72087205,21977,"[[635, 781], [645, 850]]",[75.7081826704165 24.28315700191956 137.08803178429534],"[[1182, 804], [1592, 887]]"
9,33,1,haddock,385.7797497,75.43208866,23127,"[[825, 539], [884, 586]]",[38.92800612713812 48.339545570589735 83.53701812611692],"[[1453, 396], [1747, 706]]"
9,33,2,whiting,413.5625071,75.00666637,23843.5,"[[611, 530], [536, 531]]",[60.3673200461209 49.17653599077582 130.67805962773843],"[[1239, 359], [1327, 777]]"
9,33,3,haddock,343.001469,65.60487787,17760,"[[880, 207], [932, 167]]",[31.802997621812953 50.8632818981251 97.54112051324594],"[[1503, 45], [1764, 320]]"
9,33,4,haddock,357.9465371,80.62257748,20952.5,"[[252, 271], [262, 191]]",[28.53201255210529 52.79593461664559 119.53159102618145],"[[728, 207], [1104, 301]]"
9,33,5,hake,379.2978687,49,17548,"[[1015, 431], [1064, 431]]",[95.00791042281767 20.76814662135814 130.82168124338477],"[[1781, 232], [1846, 621]]"
9,33,6,cod,291.7605251,48.16637832,11497,"[[964, 745], [916, 749]]",[59.45454545454545 47.477230404604704 85.59581852039953],"[[1672, 632], [1739, 938]]"
9,33,7,haddock,387.8412227,85,24185.5,"[[349, 466], [309, 391]]",[45.869045197510275 39.93051543875351 118.08661161059355],"[[811, 350], [1177, 555]]"
9,33,8,haddock,365.8124813,69.37578828,19224.5,"[[214, 785], [281, 767]]",[62.17850767583006 33.177742642933644 125.98082317539654],"[[853, 596], [1000, 960]]"
9,33,9,haddock,384.1006247,86.3539229,22507,"[[798, 196], [722, 237]]",[46.50743006993007 54.25008741258741 110.42652972027972],"[[1403, 74], [1634, 415]]"
9,33,10,haddock,359.7405209,68.24221567,19313,"[[628, 224], [572, 263]]",[49.90323073009412 35.427575680488424 126.37023658102264],"[[1185, 139], [1427, 432]]"
9,33,11,haddock,360.2014417,72.53275122,18503,"[[274, 110], [293, 40]]",[54.61209361431749 43.49359313777401 116.61262310706343],"[[759, 0], [1133, 145]]"
9,35,0,whiting,369.3549764,73.97972695,22440,"[[642, 813], [654, 886]]",[56.250426490529726 43.07991776387735 114.88552556756048],"[[1194, 826], [1605, 934]]"
9,35,1,haddock,388.3457197,76.05918748,24295,"[[753, 555], [812, 603]]",[48.61891256786322 29.331213029738272 134.61340247953976],"[[1414, 438], [1696, 760]]"
9,35,2,whiting,413.2819222,73.1641989,23607.5,"[[617, 548], [545, 535]]",[61.764223922808185 46.54961736815838 125.0284062551988],"[[1252, 378], [1364, 791]]"
9,35,3,haddock,351.30372,71.58910532,18356.5,"[[888, 209], [951, 175]]",[40.707704654895664 32.82568218298555 131.99737827715356],"[[1544, 24], [1761, 334]]"
9,35,4,haddock,363.3305734,81.39410298,21519,"[[257, 242], [272, 162]]",[45.93099356487609 39.91159691479166 133.01063392816394],"[[737, 151], [1115, 276]]"
9,35,5,hake,378.1434506,48.0416486,17300,"[[1016, 413], [1064, 415]]",[91.8151516863454 28.31964295802497 79.09185921699338],"[[1783, 216], [1851, 607]]"
9,35,6,cod,294.2993641,50.6359556,11857.5,"[[991, 757], [941, 749]]",[87.22995399277029 29.90428853105488 116.83207361156754],"[[1695, 642], [1776, 948]]"
9,35,7,haddock,405.344819,80.5294977,23493.5,"[[401, 481], [328, 447]]",[58.07270824612809 40.754918375889496 122.42118041021348],"[[947, 320], [1151, 688]]"
9,35,8,haddock,356.055023,77.82673063,20047.5,"[[232, 792], [301, 756]]",[55.734554896869334 42.0252314928225 118.04282004801333],"[[854, 608], [1043, 942]]"
9,35,9,haddock,379.827597,86.092973,23208,"[[794, 180], [720, 224]]",[55.67338196623972 42.38845533972347 129.66333022308933],"[[1365, 87], [1609, 415]]"
9,35,10,haddock,351.9557139,68.24221567,18557,"[[614, 210], [558, 249]]",[48.87789774531598 41.75452524610988 116.52275854768709],"[[1198, 107], [1455, 393]]"
9,35,11,haddock,364.1279508,60.8276253,19693.5,"[[290, 59], [300, -1]]",[51.90779647515683 39.933087722791996 126.1088320223041],"[[759, -2], [1137, 95]]"
9,36,0,whiting,376.3803806,73.38937253,20768.5,"[[576, 106], [601, 37]]",[56.06369516974362 46.74016714670192 115.79616601350395],"[[1072, 4], [1462, 156]]"
9,36,1,haddock,402.5277172,82.36504113,24004,"[[236, 436], [276, 364]]",[40.87450835791544 30.50323664372337 130.17113241560145],"[[743, 283], [1123, 490]]"
9,36,2,whiting,398.8757529,78.87331615,22954.5,"[[345, 138], [395, 77]]",[59.617560097698934 70.50953421605176 117.03573724129066],"[[847, -6], [1190, 267]]"
9,36,3,haddock,355.7605046,71.78439942,18939.5,"[[423, 658], [355, 681]]",[33.6274286306409 37.694575410600486 131.72441842391586],"[[1008, 543], [1168, 887]]"
9,36,4,haddock,361.0762254,69.23149572,20448.5,"[[903, 623], [835, 636]]",[38.46422916366777 51.064536250659756 116.67213665371143],"[[1555, 491], [1666, 861]]"
9,36,5,hake,398.4109159,63.03173804,17919,"[[121, 565], [58, 563]]",[84.3358612035572 25.969556440613236 106.35201047520323],"[[731, 404], [798, 804]]"
9,36,6,cod,299.1520509,57.28001397,12474,"[[277, 218], [317, 177]]",[52.32561970505177 58.70058048321305 110.49654847819265],"[[844, 108], [1091, 312]]"
9,36,7,haddock,370.6178333,73.60027174,22082.5,"[[876, 207], [935, 163]]",[56.699238748163644 44.58113341940079 104.75755687129947],"[[1487, 37], [1778, 334]]"
9,36,8,haddock,359.1434495,71.58910532,19310.5,"[[770, 599], [700, 584]]",[50.82035654426329 38.84900198080146 120.70059424043882],"[[1396, 452], [1516, 816]]"
9,36,9,haddock,369.9457638,94.02127419,23399,"[[549, 274], [607, 348]]",[35.868493035391154 45.56752093590877 119.01439212220679],"[[1158, 201], [1483, 445]]"
9,36,10,haddock,365.8388653,64.5368112,19104,"[[983, 672], [1046, 658]]",[80.80322315746254 29.248203654280434 130.1446828166701],"[[1685, 493], [1839, 865]]"
9,36,11,haddock,371.0249316,69.26037828,19719,"[[536, 625], [605, 631]]",[53.03282928770394 32.1941404695583 133.4016116195782],"[[1230, 438], [1323, 816]]"
9,37,0,whiting,398.873649,65.12296062,21864,"[[870, 622], [805, 618]]",[80.78157517043415 23.52843559382849 142.93590778614998],"[[1547, 454], [1620, 868]]"
9,37,1,haddock,407.1940094,74.70609078,23921.5,"[[702, 337], [636, 372]]",[36.477118539533734 32.92368734838205 116.14797911270095],"[[1257, 220], [1499, 582]]"
9,37,2,whiting,416.506865,77.83315489,23843.5,"[[422, 348], [349, 375]]",[65.46669141607887 46.58656106917461 126.58664356721528],"[[1006, 194], [1212, 584]]"
9,37,3,haddock,329.3287318,70.29224708,18192,"[[938, 448], [992, 403]]",[45.88617095955505 28.542199902802526 133.22036827042496],"[[1570, 293], [1848, 551]]"
9,37,4,haddock,353.4470056,79.0569415,21361,"[[459, 694], [504, 629]]",[38.3222048259348 39.15536931294898 136.4374654632529],"[[1013, 535], [1335, 775]]"
9,37,5,hake,397.2798679,63.56099433,18386,"[[116, 257], [174, 231]]",[88.66003520187743 21.35532561736626 111.53309509840525],"[[692, 80], [902, 435]]"
9,37,6,cod,310.8993326,56.56854249,12570,"[[119, 706], [63, 714]]",[32.79669562519392 48.142569035060504 105.89962767607818],"[[729, 586], [805, 899]]"
9,37,7,haddock,385.7941296,78.89233169,24432.5,"[[678, 595], [610, 635]]",[45.890794877989855 46.32612547314166 127.88499637593621],"[[1254, 482], [1505, 827]]"
9,37,8,haddock,336.3201702,77.07788269,18956,"[[585, 119], [615, 48]]",[54.67738095238095 47.55512422360248 106.81071428571428],"[[1117, 7], [1458, 171]]"
9,37,9,haddock,390.7569603,81.74350127,22398,"[[1064, 171], [983, 182]]",[71.91925084433528 34.51103118557832 134.68564410719767],"[[1724, 23], [1832, 417]]"
9,37,10,haddock,379.5575632,73.40980861,19691.5,"[[363, 702], [296, 732]]",[51.98375361307685 45.51480115618459 127.87830160470448],"[[938, 579], [1139, 933]]"
9,37,11,haddock,347.8942675,61.6116872,17979,"[[1012, 668], [952, 682]]",[67.2452439356773 39.19847369855547 105.27985827200872],"[[1704, 538], [1837, 896]]"
9,38,0,whiting,362.2327227,70.40596566,21910.5,"[[842, 929], [856, 860]]",[88.5841539838854 24.7819606087735 136.3677708146822],"[[1380, 880], [1792, 979]]"
9,38,1,haddock,418.4203723,75.27283707,25064.5,"[[559, 655], [630, 680]]",[37.5646971123666 25.675494350282484 133.70629315756435],"[[1249, 477], [1427, 883]]"
9,38,2,whiting,388.8328264,66.88796603,21050,"[[926, 182], [983, 147]]",[44.98720463248342 62.44769776781545 103.21000280190529],"[[1534, 13], [1811, 345]]"
9,38,3,haddock,368.402007,76.66159404,19238,"[[294, 496], [228, 457]]",[29.37990909555181 36.59915223941576 131.08125223430878],"[[821, 355], [1040, 673]]"
9,38,4,haddock,334.4593866,70.17834424,20285,"[[918, 578], [859, 616]]",[38.47519620191842 46.75845363821335 118.13826179633756],"[[1535, 489], [1752, 809]]"
9,38,5,hake,355.0286828,63.0634601,18423,"[[479, 855], [450, 911]]",[96.74440248896452 20.940381853959476 103.50619581981599],"[[1027, 800], [1380, 997]]"
9,38,6,cod,287.1461836,58.79625838,12196.5,"[[231, 133], [275, 94]]",[47.03288154623466 52.55224957895581 105.04731734702061],"[[809, -1], [1028, 233]]"
9,38,7,haddock,419.568889,81.49233093,25080,"[[91, 266], [162, 226]]",[44.74135698308677 48.59961542989444 123.80273123258642],"[[677, 67], [908, 427]]"
9,38,8,haddock,350.5351502,75.07329752,19015,"[[391, 579], [447, 629]]",[42.3023099581417 47.6077205312387 113.29626375897887],"[[1002, 466], [1266, 743]]"
9,38,9,haddock,394.7179496,85.90692638,22594.5,"[[425, 280], [503, 244]]",[45.16512164338251 45.6143534839187 118.85106845976411],"[[1065, 70], [1261, 426]]"
9,38,10,haddock,370.6543125,65.30696747,18443.5,"[[863, 323], [927, 310]]",[54.083886734314405 35.790362853955266 128.46682250438295],"[[1556, 128], [1693, 500]]"
9,38,11,haddock,367.3736684,73.92563831,20175,"[[124, 793], [188, 756]]",[50.942087574886756 35.7093176172617 119.81082265841897],"[[698, 627], [912, 952]]"
9,39,0,whiting,387.8610638,71.40028011,22020.5,"[[613, 138], [570, 195]]",[85.41222668451584 25.877643908969212 139.63373493975902],"[[1141, 74], [1503, 303]]"
9,39,1,haddock,413.5044159,63.00793601,21173.5,"[[1025, 205], [962, 204]]",[71.71923165933812 31.700161999537144 101.85836611895395],"[[1701, 20], [1788, 441]]"
9,39,2,whiting,388.8297068,69.46221995,22680.5,"[[945, 644], [885, 609]]",[73.25748970301322 41.455105137654456 132.09169737697812],"[[1562, 507], [1808, 856]]"
9,39,3,haddock,376.630353,74.10802925,18652,"[[160, 281], [234, 285]]",[38.66752469006094 38.61194578693003 123.88411430972893],"[[833, 91], [915, 466]]"
9,39,4,haddock,356.2177473,75.80237463,20913,"[[772, 193], [837, 154]]",[55.20249118683901 38.090528789659224 136.20178613396004],"[[1417, -1], [1635, 319]]"
9,39,5,hake,341.0049999,63.90618123,17735,"[[300, 167], [360, 145]]",[89.49687828056798 23.485385932924473 104.30266865572683],"[[887, -23], [1070, 336]]"
9,39,6,cod,301.7172851,55.32630477,12535.5,"[[784, 620], [729, 614]]",[50.80818294959552 33.79457062850031 111.98094275046671],"[[1455, 495], [1527, 806]]"
9,39,7,haddock,399.517595,78,24693,"[[601, 767], [529, 737]]",[54.84705179282869 33.785458167330674 126.03577689243028],"[[1179, 604], [1369, 987]]"
9,39,8,haddock,320.4970523,76.29547824,18951.5,"[[775, 436], [789, 361]]",[61.75629817391754 38.29284568827272 110.04071181004603],"[[1315, 355], [1675, 465]]"
9,39,9,haddock,402.4180036,86.46964785,23456.5,"[[170, 622], [84, 631]]",[37.41864946380697 49.02982573726541 116.71255026809652],"[[756, 470], [850, 874]]"
9,39,10,haddock,332.2583193,72.56721023,19205,"[[905, 901], [890, 830]]",[85.7130021951095 40.70146510796876 113.97401602940425],"[[1455, 846], [1829, 956]]"
9,39,11,haddock,366.8903931,68.9637586,19542,"[[385, 634], [319, 614]]",[60.29407924471451 33.65730929543514 126.26997438859037],"[[986, 490], [1126, 845]]"
9,40,0,whiting,378.6587526,72.11102551,22796.5,"[[535, 919], [531, 847]]",[83.54491842796264 23.915328655675605 139.97740088674615],"[[1019, 864], [1439, 950]]"
9,40,1,haddock,428.9393676,81.0246876,23830,"[[39, 244], [118, 262]]",[41.67700045347735 33.80718967720658 127.98305643731706],"[[696, 50], [845, 464]]"
9,40,2,whiting,409.9103237,70.17834424,21955.5,"[[615, 224], [685, 219]]",[51.130883272305084 63.05255872108601 110.17102795391622],"[[1299, 9], [1410, 424]]"
9,40,3,haddock,379.167096,75,21409,"[[318, 649], [393, 649]]",[39.70291582615074 38.7682468366037 133.8111589950486],"[[1003, 454], [1091, 840]]"
9,40,4,hake,392.7503158,65,18397,"[[199, 701], [136, 717]]",[84.22729449321628 21.811971268954508 101.30758180367118],"[[795, 551], [938, 939]]"
9,40,5,cod,313.3714739,56.71860365,12480.5,"[[215, 398], [271, 407]]",[49.83466166588529 46.556805750898576 113.80598531020472],"[[887, 256], [972, 565]]"
9,40,6,haddock,390.6514152,70.22819946,21669.5,"[[974, 215], [1040, 191]]",[72.37908378268159 42.038878064253026 99.38066971770357],"[[1655, 18], [1844, 391]]"
9,40,7,haddock,343.559021,70.57619995,18451.5,"[[929, 773], [995, 798]]",[86.09311353363468 41.486891784099974 94.61047593725073],"[[1657, 622], [1825, 960]]"
9,40,8,haddock,364.8523461,84.86459804,22500,"[[737, 531], [798, 590]]",[32.24889511223909 49.77906620574979 110.53625344593708],"[[1395, 438], [1684, 715]]"
9,40,9,haddock,376.6527379,73.4982993,19594.5,"[[535, 223], [464, 204]]",[49.793163847462715 39.19047142428185 117.0407366629967],"[[1139, 70], [1273, 438]]"
9,40,10,haddock,358.2482997,65.1459899,19017,"[[884, 640], [946, 660]]",[65.37036463974418 41.99479086079736 139.08118005054413],"[[1599, 473], [1734, 829]]"
9,40,11,haddock,365.11233,69.57010852,18701.5,"[[578, 569], [512, 547]]",[25.954726681355577 37.02848599307523 124.63277725317386],"[[1160, 420], [1320, 772]]"
9,41,0,whiting,372.7038045,68.26419266,20917,"[[924, 214], [888, 156]]",[80.0846215289198 30.4087769581356 134.55297655405724],"[[1457, 87], [1816, 318]]"
9,41,1,haddock,407.8873068,66.75327707,21838.5,"[[1040, 398], [974, 388]]",[68.04666097812907 33.95495576413527 105.83940360174249],"[[1698, 214], [1818, 631]]"
9,41,2,whiting,369.7565915,75.6439026,23721.5,"[[618, 844], [587, 913]]",[60.77735442723432 58.86565062536238 116.71225047626936],"[[1159, 796], [1551, 972]]"
9,41,3,haddock,342.1511337,78.44743463,19090.5,"[[480, 562], [495, 639]]",[36.291782229070364 36.05973292244479 131.54535182331793],"[[1033, 571], [1400, 673]]"
9,41,4,haddock,360.1841407,69.46221995,20383.5,"[[859, 651], [795, 624]]",[41.78194872783346 49.369169236700074 121.58187162683114],"[[1455, 504], [1651, 849]]"
9,41,5,hake,374.5335296,59.23681288,17843.5,"[[501, 187], [556, 209]]",[93.99725696730304 20.063528637261356 104.25696730305025],"[[1134, 9], [1319, 364]]"
9,41,6,cod,274.072305,59.03388857,12178.5,"[[809, 407], [783, 354]]",[55.26282873636947 40.15338357921745 109.45517960230917],"[[1374, 330], [1657, 467]]"
9,41,7,haddock,411.7548573,80.95677859,24108.5,"[[386, 176], [309, 201]]",[66.55113775385368 35.98568632248593 125.70112551994127],"[[959, 34], [1128, 425]]"
9,41,8,haddock,332.4127918,75.74298647,18538,"[[710, 237], [654, 186]]",[56.18578771660219 45.73816967834243 119.8375814742197],"[[1247, 108], [1511, 372]]"
9,41,9,haddock,387.6206322,92.20086767,24480.5,"[[166, 785], [240, 730]]",[43.579724726336124 40.87310849967804 126.78448969735994],"[[752, 581], [1019, 896]]"
9,41,10,haddock,363.1495664,65.73431372,18822,"[[965, 781], [1029, 796]]",[95.87024410555352 27.69046999427471 132.63056263987926],"[[1699, 607], [1817, 978]]"
9,41,11,haddock,377.4345889,70,19698,"[[273, 418], [203, 418]]",[56.76265870052278 38.201244709982575 133.19945232760767],"[[882, 268], [965, 647]]"
9,42,0,whiting,409.8993584,73.92563831,23322,"[[101, 238], [165, 275]]",[72.92165296226017 32.678009698503054 136.45039004849252],"[[703, 76], [932, 439]]"
9,42,1,haddock,397.4986687,81.74350127,24332.5,"[[406, 594], [417, 675]]",[44.05353682170543 30.096333979328165 132.48171027131784],"[[924, 607], [1349, 718]]"
9,42,2,whiting,398.1981228,64.76109943,22404.5,"[[850, 542], [913, 557]]",[38.87366392149991 62.74618889083582 103.59843175048186],"[[1540, 344], [1679, 742]]"
9,42,3,haddock,349.8782948,76.00657866,19010,"[[194, 850], [235, 786]]",[46.03385187865006 30.035764122176857 125.60592278670732],"[[723, 710], [1039, 933]]"
9,42,4,haddock,375.7227731,76.94153625,21251,"[[296, 294], [372, 306]]",[40.30408465021717 42.74087422604195 131.07434617872656],"[[971, 111], [1091, 486]]"
9,42,5,hake,341.7961851,64.28841264,17924,"[[746, 802], [763, 740]]",[80.14263895707195 24.775814105711014 108.14803905525555],"[[1286, 726], [1667, 862]]"
9,42,6,cod,311.540576,58.24087911,12554,"[[233, 439], [177, 423]]",[44.758883446077284 54.88453463960812 107.17090428427028],"[[825, 312], [935, 612]]"
9,42,7,haddock,328.8279962,76.02631123,19644,"[[536, 917], [570, 849]]",[81.53274345130974 31.23500299940012 118.02474505098981],"[[1087, 793], [1423, 989]]"
9,42,8,haddock,379.5887916,87.13208364,22153.5,"[[764, 182], [690, 136]]",[54.04515584761567 39.226800461770715 127.79904093774975],"[[1302, 20], [1536, 355]]"
9,42,9,haddock,371.9155164,74.94664769,19759,"[[527, 241], [463, 202]]",[50.350504698920986 41.03222117249267 119.57520759783203],"[[1066, 99], [1300, 421]]"
9,42,10,haddock,336.5500889,68.81860214,18345,"[[796, 219], [852, 259]]",[56.28308252557168 38.049268998018526 129.50682804048625],"[[1440, 86], [1676, 364]]"
9,42,11,haddock,371.7933295,84.77027781,24055,"[[642, 515], [617, 434]]",[48.97032859244728 34.955370279548795 122.21566944580677],"[[1126, 425], [1522, 575]]"
9,43,0,whiting,358.5632848,76.10519036,21474,"[[735, 264], [739, 340]]",[60.19771585198721 34.716126084970305 125.94248515303792],"[[1281, 272], [1684, 365]]"
9,43,1,haddock,407.0382612,70.21395873,22729.5,"[[914, 635], [847, 614]]",[49.274294603119735 31.721298016678908 111.32450416972735],"[[1523, 454], [1687, 859]]"
9,43,2,whiting,375.4542207,77.20103626,23763.5,"[[536, 785], [514, 859]]",[57.49923518954897 58.13278763074125 118.78655587250402],"[[1066, 746], [1466, 904]]"
9,43,3,haddock,329.6012237,80.52328856,18624,"[[805, 160], [785, 82]]",[38.36408636124276 33.12159031068984 130.171037388099],"[[1321, 70], [1676, 191]]"
9,43,4,haddock,353.9042601,90.24965374,22840,"[[295, 821], [271, 908]]",[55.98803323145797 33.91687830915587 138.97572209547587],"[[808, 826], [1180, 984]]"
9,43,5,hake,362.5387013,66.06814664,17585,"[[460, 65], [457, -1]]",[99.98088888888888 22.56577777777778 96.39722222222223],"[[945, 16], [1336, 112]]"
9,43,6,cod,308.0893679,54.03702434,12385.5,"[[617, 557], [671, 555]]",[32.99488672120831 44.22411894273128 104.6059628697294],"[[1330, 406], [1395, 720]]"
9,43,7,haddock,396.3425579,81.21576202,23733.5,"[[342, 615], [292, 551]]",[52.487736161750085 39.272953264832616 124.61505634736493],"[[823, 485], [1155, 754]]"
9,43,8,haddock,353.0741149,66.03029608,17754,"[[1034, 268], [968, 270]]",[75.24897981691849 31.356898643432228 132.28361089665822],"[[1722, 120], [1800, 483]]"
9,43,9,haddock,393.5313056,96.04165763,24697.5,"[[61, 247], [143, 297]]",[41.34398053993699 43.81241775331978 132.56274674004067],"[[688, 114], [938, 446]]"
9,43,10,haddock,363.684141,65.19202405,19020.5,"[[951, 743], [1012, 766]]",[83.6041129780435 28.118080610246366 132.4348005360272],"[[1667, 577], [1827, 935]]"
9,43,11,haddock,374.7126877,68.02940541,19506,"[[107, 482], [169, 510]]",[47.12453438034834 46.6937984496124 126.5227524413571],"[[717, 319], [901, 658]]"
9,44,0,whiting,383.4033717,65.21502894,20666,"[[905, 769], [958, 807]]",[50.46266882252235 46.99643332699258 98.49766977363515],"[[1579, 630], [1838, 964]]"
9,44,1,haddock,388.0832637,79.92496481,23173,"[[687, 262], [645, 330]]",[33.99821822501273 31.570634651281182 118.6080943492279],"[[1202, 235], [1571, 459]]"
9,44,2,whiting,394.9513968,76.55716818,23092.5,"[[219, 193], [289, 162]]",[61.475845924664824 59.00544796765269 119.75892743136838],"[[799, -14], [1003, 379]]"
9,44,3,haddock,348.7420231,74.33034374,19380,"[[765, 625], [827, 666]]",[39.83186244674376 35.00877459931021 134.53910529519172],"[[1438, 498], [1673, 800]]"
9,44,4,haddock,338.8292506,77.46612163,21359,"[[592, 876], [607, 800]]",[50.00404541902267 39.83707994299637 132.60272146370616],"[[1114, 784], [1491, 920]]"
9,44,5,hake,393.0243907,65.55150647,18353,"[[118, 375], [57, 351]]",[81.09336819079122 26.338419676679294 105.54996532038628],"[[681, 232], [861, 594]]"
9,44,6,cod,270.8942668,58.24946352,11719,"[[787, 185], [775, 128]]",[39.19349742225179 47.27374022950274 104.51970730084817],"[[1350, 122], [1646, 212]]"
9,44,7,haddock,349.5139875,79.61155695,23060,"[[920, 295], [877, 362]]",[55.40998635510831 38.801680027289784 124.32547330718063],"[[1496, 240], [1842, 465]]"
